caption,is_event
"[10S FRIENDLY MATCH]

Get ready for the clash! Catch all the action—Rugby game kicks off at 3:45pm ! Don’t miss it!

RUN | BLEED | LIVE

#mmuhornbillsreds #mmucyberjaya",1
"Happy Wesak Day! 🪷✨

May this Wesak Day bring peace, wisdom, and light into our lives. Let us honour the values of compassion, mindfulness, and unity as we reflect and grow. 🌷🕊️

Wishing everyone a meaningful and serene celebration. 💫

Best Regards,
Students’ Representative Council
2024/2025",0
"[MMU HORNBILLS REDS CLUB JERSEY 2025]

The official MMU Hornbills Reds Club 2025 Jersey - proudly collaborating by Luna Studio - is now open for preorder.
Represent Hornbills with pride and be part of the legacy. Secure yours today and stand out in true Hornbills spirit.

#mmuhornbillsreds #mmucyberjaya",0
"Game ON! 🏉 See you there!
.
@umbluesrc
Oberon RC
@ssaaslions 
@mmuhornbillsreds 
.
#bukitjelutongrugbyclub #bukitjelutongrc #BJRCfortisetFidelis #BJRCStrengthandLoyalty",0
"Eid Mubarak from OARS! 🌙✨ 

Enjoy the celebrations and cherish every moment with your loved ones! 

“Raya Gempak, Adventure Pun Tak Lepak!” 🦾⛰️

📅 Save the Date!
An exciting adventure awaits,
celebrate Eid in style and get ready for an unforgettable journey with OARS!🔥",1
"It’s Club & Society Registration Week (CSRW)!

Step into the wild and join us at our booth at Central Learn Complex (CLC)!
🦁🌿

Get to know more about our club, meet the team, and ask us anything! Whether you’re a nature enthusiast or just curious, everyone’s welcome!
✨

Booth Details:
📍 OARS Booth, CLC
📅 Monday 14th – Tuesday 15th April
⏰ 10 AM – 5 PM

Already a member?
Don’t forget to renew your membership to continue enjoying all the exciting perks and activities we have in store!
🔁🌱

See you there in the wild zone!
🦋

#PowerToTheOars
#BornToBeTough
#TrainedToBeRough",1
"✳️Every meal shared, every smile given, and every hand extended through We Care Project: Food For All.

🎥 Watch the moments that truly matter. Because We Care, We Share! 

#WeCareProject #FoodForAll #BornToBeTough #TrainedToBeRough #OARS2025",0
"The time has come.. IPT LEAGUE 2025. May the force be with us👊
#kronosmalaysia
#insportswetrust
#sportsparagon
#kronosxMMUFC",0
"Its matchday 01 and we go against UITM PERLIS.💥💪

#kronosmalaysia
#insportswetrust
#sportsparagon
#kronosxMMUFC",0
"Half time score.

#kronosmalaysia
#insportswetrust
#sportsparagon
#kronosxMMUFC",0
"🌱 1 Tree 1 Life
 A youth-led tree planting movement under Rakan Bumi, championing environmental sustainability one tree at a time. 🌍✨
 Organized by the Sekretariat Rakan Muda MMU Cyberjaya, we’re calling on YOU to help us make this green dream a reality! 💚🌳
📲 Scan & donate to support our mission — every contribution plants hope for a better tomorrow.
 Let’s grow a greener future, together. 🌿
#YakinBoleh #RakanBumi #BeliaTerusMaju #SekretariatRakanMudaMMUCyberjaya",0
"The game ended in defeat.

#kronosmalaysia
#insportswetrust
#sportsparagon
#kronosxMMUFC",0
"Here is our lineup for today⚡️

#kronosmalaysia
#insportswetrust
#sportsparagon
#kronosxMMUFC",0
"✨ SRM Santai Raya: Strengthening Bonds, Sharing Joy! ✨

On the beautiful evening of 24 April 2025, Sekretariat Rakan Muda MMU Cyberjaya came together at Lakeside Cyberjaya to celebrate the festive spirit of Hari Raya in true SRM style. 🎉 The night was filled with warmth, laughter, and meaningful moments as we gathered for an unforgettable celebration with our HiCom SRM family.

From exciting lucky draws to thoughtful gift exchanges, every moment was a reminder of the strong bonds we share and the joy of being surrounded by friends who feel like family. 🌙✨ The picturesque lakeside setting, vibrant atmosphere, and heartfelt conversations made it a night to remember, strengthening our connections while creating memories that will last a lifetime.

Thank you to everyone who made this event so special! Here’s to more cherished moments, festive gatherings, and growing together as one big family. 💛 
#yakinboleh #srmsantairaya #beliaterusmaju",0
"IT SOCIETY MMU CYBERJAYA ANNUAL GENERAL MEETING 24/25 🌟 🎉 A heartfelt thank you to everyone who joined us for this exciting new chapter of IT Society! Your energy and ideas fuel our mission to create a vibrant and inspiring community.👏 Let’s take a moment to appreciate the incredible IT Society Council Term 23/24 for their tireless efforts in organizing impactful events and initiatives for the FCI community. Your hard work has left an amazing legacy for us to build on. 🥰Here’s to another year of innovation, growth, and unforgettable moments! 🚀💙",0
"🌟 2025 Taiwan Semiconductor Job and Study Fair
Are you looking to gain local & overseas work experience in the world's leading semiconductor industry?
You must attend this once-in-a-year event in Kuala Lumpur, Malaysia.
Submit your resume now to secure interview and enter LUCKY DRAW
👉 Registration link: https://global.cake.me/TWSemi-MYSA-15

Why submit your Resume?
✅ Fast-track your job search with in-person HR interviews
✅ Access to overseas Study Program & Full-time positions
✅ Career talk about Taiwan's semiconductor industry trends and talent needs
✅ 10 lucky winners will receive a Grab RM20 voucher !
--
EVENT DETAILS
📅 15th April 2025
⏱️ 14:00 - 17:30 (GMT+8)
📍 Universiti Kebangsaan Malaysia (UKM), Auditorium Teknologi Multimedia Fusion
.
📅 16th April 2025
⏱️ 14:00 - 17:30 (GMT+8)
📍 Universiti Malaya (UM), Faculty of Engineering
.
📅 17th April 2025
⏱️ 14:00 - 17:30 (GMT+8)
📍 Universiti Putra Malaysia (UPM), Faculty of Engineering
.
🎯 Who Should Attend
Tech job seekers exploring career transitions
Fresh graduates from engineering and science fields
Professionals who want to learn about semiconductor trends
Talents who speak Basic Chinese OR fluent English
.
👉 Register Now: https://global.cake.me/TWSemi-MYSA-15

Only candidates who submitted their resume will be prioritized with On-site Interview on 15th - 17th April.
#Semiconductor #Tech #CareerSwitch #CareerFair #Hiring #Jobs #Taiwan #caketechcareerfair",1
"🎉 Attention Tech Enthusiasts! 🎉

Join us for the IT Society MMU’s Annual General Meeting (AGM) and kickstart 2025 with an exciting evening! 💻✨

Discover our past milestones, upcoming events, and how you can get involved in shaping our future activities. Let’s connect, celebrate, and plan together!

📅 Date: 16th January 2025, Thursday
🕕 Time: 6:30 PM - 8:00 PM
📍 Venue: CQMX0001, Faculty of Computing and Informatics Lecture Theatre
🍕 Refreshments will be provided

Don’t miss out on this opportunity to be part of our vibrant tech community. See you there! 🚀

👉 RSVP Now: https://forms.gle/ryik5s7CTJ4VZ95KA",1
"Are you ready to get a hands on React Workshop by Hackerspace MMU🚀✨️

📅 Date: 19th December 2024 (Thursday)
🕐 Time: 7:00 PM - 10:00 PM
📍 Venue: Agmo Space. FCM

Takeaways from this workshop:
⚒️ - Build an app using React
•⁠ ⁠⁠Apply core concepts in React when building the app

NOTE: Materials will be provided.

What are you waiting for ? RSVP now as spots are limited!!

Registration Form Link:
https://forms.gle/hsscD8qAzqda4upd7",1
"📢 Join us for an exclusive Industrial Visit to Grab Malaysia! 🚗💼

Explore Grab’s innovative operations and learn how they’re revolutionizing technology and business. Don’t miss this opportunity to network and gain real-world industry insights! 🌟

🗓 Date: 16th December 2024 (Monday)
⏰ Time: 10:30 am - 1.00 pm
📍 Venue: First Avenue, Petaling Jaya

🎟 Registration: Free (Seats are limited)

Don’t miss out! 🚀",1
"👋 Hey, freshies! Kickstart your MMU journey with IT Society’s FCI JumpStart Orientation Programme! 🚀 Join us for an interactive day of specialization sharing, hands-on workshops, and inspiring alumni talks that will introduce you to FCI and IT Society. This orientation is designed to help you find the perfect balance between academics and personal growth, so you can make the most of your university experience. 💼 Connect with future tech leaders, gain insights from those who’ve walked this path before, and create unforgettable memories along the way. Let’s make your first step at MMU a powerful one!

🗓 Date: 16th November 2024 (Saturday)
⏰ Time: 09:30 AM - 03:00 PM
📍 Venue: MPH CNMX1004

🎯 Targeted Students: FCI Foundation, Diploma, and Degree first-year students
💸 Registration: FREE

👉 RSVP here
📅 Registration Link:
https://docs.google.com/forms/d/e/1FAIpQLSfcbVcfxT0W3H7zsuwTniBK8JMjJrKdsPytNqoTZXVDqG19yg/viewform",1
"Ready to level up your coding skills? 🖥 👩‍💻👨‍💻✨

Register NOW for CodeNection 2024!

Join us for an exciting event where you'll :

🔗 Connect with fellow developers
💡 Solve real-world challenges
🏆 Sharpen your skills in workshops

Open to all university students in Malaysia, with two categories:
- Closed (MMU students only)
- Open (all Malaysian universities)

Competitions will have preliminary and final rounds, with the best teams advancing to compete for the grand prize.

📅 Registration: 21st October - 17th November 2024
🌍 Learn more at: https://www.itscodenection.tech

Got questions? Contact our team:
Director: Dennis Ng (1211102656@student.mmu.edu.my)
Assistant Director: Janelle Tan (1211106476@student.mmu.edu.my)

Don’t miss out!
#itsociety #mdec #mypdti #codenection2024",1
"Ready to land your dream job?️🧑‍💼💼

Join us at our Career Bootcamp where you’ll...
📝 Craft a standout resume
✨ Learn how to brand yourself to impress employers
🔊 Get personalized feedback from industry pros through a 1 on 1 session
Plus, you’ll receive E-CERTIFICATES and FREE REFRESHMENTS while you level up your career game! 🍞🥤

📍 Event Details
Date: 11th September 2024, Wednesday
Time: 11:00 AM - 2:00 PM
Venue: FCI Atrium

💻 What to Bring
1. Laptop/ Tablet
2. Hardcopy of Resume
3. Don’t FORGET to bring your interest!!",1
"📢 We are thrilled to announce an Industrial Visit to MoneyLion Malaysia! 🚀

Come discover 🌐 networking opportunities and delve into MoneyLion Malaysia’s business operations. Gain insights into their 💡 innovative technologies and solutions while exploring real-world business practices. Understand how MoneyLion's advancements are addressing contemporary challenges across different industries, including the financial technology sector! 💼💻

🗓 Date: 20th September 2024 (Friday)
⏰ Time: 2:30 PM - 6:00 PM
📍 Venue: MoneyLion Malaysia Sdn Bhd. Menara Exchange, 106, Lingkaran TRX, Level 26, 55188 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur

🎯 Targeted Students: Final Year Students
🎟 Registration: Free
📄 Exemption Letter will be provided for class, but not for tests or any important academic evaluations.
🚶‍♂️🚶‍♀️ Seats are limited to 40 pax only, first come, first served basis.

📅 Registration Deadline: 12th September 2024

👉 Register now at:
https://forms.gle/PvyVhczLhBHU3JyJ9",1
"📢✨ Ready to join us at ScholarSpeaks? ✨📢

Brought to you by SAED (Student Academic and Education Division)

Don’t just hear about it — *be part of it!* 🎤🎓

Scan the QR code above 👆to secure your spot and gain access to exclusive insights from scholars who’ve made it and want to help you do the same!

📍 Agmo Space, FCM (Ground Floor)
🗓️ 22 April 2025
🕥 Morning Session 10AM – 12.15PM
Afternoon Session 1.30PM – 3.15PM

🎟️ Seats are limited — register now and take your first step toward scholarship success!

Let their stories inspire your future. 🚀
#ScholarSpeaks #SAEDPresents #EmpoweringFutures #MMUCyber",1
"【多媒体大学（赛城）第二十八届华文学会特别活动（一）新春文化系列活动《赤蛇》 - 新春市集与新春晚会详情】

✨🏮多媒体大学（赛城）盛大的中华文化盛会来啦！✨🏮

美食 x 文创 x 传统技艺 x 精彩演出 x 文化互动
🔥吃喝玩乐一站式体验，带你沉浸式感受中华文化的魅力！🔥

🍜各式各样的美食，满足你的味蕾！
🖌️特色文创、手作摊位，让你逛到不想走！
🎭现场文化体验以及超多精彩等你来探索！

⛱️新春市集《赤蛇 • 乐媒市集》
📅日期&⏰时间 ：2025年4月28日（星期一）早上10时正至晚上7时正
：2025年4月29日（星期二）& 2025年4月30日（星期三）早上10时正至下午5 时正
📍地点： 多媒体大学（赛城）多用途走廊
🎟️免费入场！

😆另外另外！！
✨视听盛宴，震撼来袭！传统与现代元素碰撞，带来最具创意的文化演出！必定让你大饱眼福！😆

🌙新春晚会《赤蛇 • 乐媒晚会》
📅日期：2025年4月28日（星期一）
⏰时间：晚上7时正至晚上10时30分
📍地点：多媒体大学（赛城）多用途礼堂
🎟️入门票：RM27（多大赛华会员）// RM30（大众）

🔥文化、欢乐、美食、精彩演出，全都准备好了，就等你来！约上朋友一起High翻天！🔥
🎊我们不见不散！

☎️欲知更多详情，请联系：
李秉佑 011-13377137
林纪融 017-8039932
廖于涵 016-4470541
李瑾怡 011-39312206

【28th Chinese Language Society Multimedia University (Cyberjaya) Special Event (1) Chinese New Year Culture Series Extravaganza “Serpent” - Chinese Cultural Market & Chinese Cultural Gala Details】

✨🏮 The grand Chinese Cultural Festival is coming to Multimedia University (Cyberjaya) ! ✨🏮

Food x Handicraft x Traditional Arts x Performances x Cultural Activities
🔥 A one-stop experience filled with food, entertainment and cultural immersion! 🔥

🍜 Delicious food to satisfy your cravings!
🖌️ Unique handmade crafts & creative stalls that you won’t want to miss!
🎭 Live cultural activities and tons of exciting experiences await!

⛱️ Chinese Cultural Market
📅 Date & ⏰Time : 28/4/2025 (Monday) 10.00AM - 7.00PM
: 29/4/2025 (Tuesday) & 30/4/2025 (Wednesday) 10.00AM - 5.00PM
📍 Venue : CLC, Multimedia University (Cyberjaya)
🎟️ Free Entry !

😆 Wait, there’s more !!
✨ An exhilarating feast for the senses awaits! A fusion of tradition and modernity, bringing you the most creative cultural performances!

🌙 Chinese Cultural Gala
📅 Date : 28/4/2025 (Monday)
⏰ Time : 7.00 PM - 10.30 PM
📍 Venue : Multipurpose Hall, Multimedia University (Cyberjaya)
🎟️ Ticket Price : RM 27 (MMU CLSC Member) // RM 30 (Public)

☎️ For more information, please contact:
Lee Bing You 011-13377137
Lim Ji Rong 017-8039932
Leow Yu Han 016-4470541
Lee Jing Yi Jean 011-39312206",1
"✨捕捉春节之美，共享节日喜悦！✨

农历新年即将到来，诚邀您参与”新春摄影比赛”！用您的镜头记录属于农历新年的美好瞬间，无论是充满故事感的人物，还是洋溢节日气氛的景色，都期待您的精彩呈现！

📅开放时间：2025年1月23日（星期四）至 2025年2月13日（星期四）
📤提交方式：请将参赛作品及作品简介上传至指定的Google Form
🔗链接：https://forms.gle/musA4jTUqVkCWW4H7

🎯摄影主题：农历新年
作品可以是生动的人物，温馨的家庭团聚，或节日气息浓郁的风景等，主题不限，只需传递浓郁的新春氛围即可！

📷用镜头讲述新春故事，期待您的作品大放异彩！

✨ Capture the Beauty of the New Year and Share the Festive Joy!✨

As the Lunar New Year approaches, we warmly invite you to participate in the Extravaganza “Serpent”- Lunar New Year Spring Festival Photography Contest!🏮 Use your lens to capture the wonderful moments of the Lunar New Year, whether it’s storytelling portraits or festive scenery, we look forward to your outstanding entries!

📅Submission Period: 23rd January 2025 (Thursday) to 13th February 2025 (Thursday)
📤Submission Method: Please upload your entry and a brief description of your work via the designated Google Form.
🔗Link:https://forms.gle/musA4jTUqVkCWW4H7

🎯Photography Theme: Lunar New Year
Your work can feature dynamic portraits, warm family reunions or scenery filled with festive vibes. There are no restrictions on the theme, as long as it conveys a rich Lunar New Year atmosphere!

📷Tell your New Year story through your lens, and we look forward to seeing your outstanding work!",1
"你是不是每天过着日复一日无聊的日子❓

总是除了上课不然就是去着上课的路上❔

总是想找个时间放轻松休息并认识一些新朋友或看看新环境 但抽空不出来❓❔

没错啦💪🏽就是我们！

多媒体大学（赛城）第二十七届华文学会外务团将会举办一个主打轻松惬意且意义绝对非凡的外校交流会，主题为《躺平咯》。各位外校朋友们将会在这一次的外校交流会里面回忆起童年的记忆、放松自己的压力且让平时繁忙节奏的生活中慢下来，好好的认识些新朋友啦啦啦！🥳

活动详情不在别边🤪
就在这里laaa👇🏽
日期： 21/12/2024（星期六）
时间： 9am - 7pm
地点： 多媒体大学（赛城）
费用： RM30（早鸟票）/ RM35 （普通票）
早鸟截止： 8/12/2024（星期日）

报名链接🔗：https://forms.gle/2aAi8cMJYpA3eYov6

如有任何疑问，请联络：
黄佳信 主席 （016-6978602）
谢紫欣 副主席 （017-8724229）

Are you living the same boring routine every day❓

Always either attending classes or on your way to class❔

Always wanting to find time to relax, meet new friends, or explore a new environment but just can’t find the time❓❔

That‘s right, it’s us! 💪🏽

The 27th Chinese Language Society Multimedia University (Cyberjaya) External Affairs Division is hosting a relaxed yet absolutely meaningful interaction day with the theme “ChillLaaa”.

During this interaction day, friends from other universities will get to relive childhood memories, unwind from daily stress, and slow down their usual busy, fast-paced lives. It’s the perfect opportunity to meet new friends and enjoy a refreshing experience! 🥳

The event details are not elsewhere 🤪
They‘re right here laaa 👇🏽
Date: 21/12/2024 (Saturday)
Time: 9am - 7pm
Venue: Multimedia University (Cyberjaya)
Fee: RM30 (Early Bird Price) / RM35 (Normal price)
Registration deadline (Early Bird): 8/12/2024 (Sunday)

Registration Link🔗: https://forms.gle/2aAi8cMJYpA3eYov6

For any inquiries, please contact:
Wee Jia Sheen - Chairperson (016-6978602)
Chia Zhi Sin - Vice Chairperson
(017-8724229)",1
"🤩💸免！费！入！场！💸🤩

🎉 《幻 • 幻装盛典》迎新夜即将来袭！ 🌟

🎪迎新夜狂欢会有各小组小班精心布置的摊位等你来探索！各种趣味活动和精美小礼品等你发现，快来打卡参与！🎈

晚上则有迎新夜晚会！让我们一起准备好迎接激动人心的小组小班表演吧！精彩纷呈的节目将点燃你的热情，让你流连忘返！🌟🎤

除此以外，别错过机会在我们的🎁幸运抽奖活动🎁中赢得奖品哦！这次的大奖是价值RM598的 Langkawi 旅游配套！🤯

《幻 • 幻装盛典》迎新夜详情如下：
📅 日期：2024年9月23日（星期一）
🕙 时间：10:00am - 5:00pm（迎新夜狂欢）
6:00pm - 10:00pm (迎新夜晚会）
📍 地点：多媒体大学（赛城）多用途礼堂

快来加入我们，一起享受这个充满魔法的迎新夜吧！🌙🎉

📩欲知更多详情，请联络：
📱王晶莹 016-7211355
📱吴芷莹 018-4066100
📱李诗彦 018-9836260

🤩💸FREE Entry!💸🤩

🎉 The Welcoming Night - “Fantasy • Fantasy Night” is here! 🌟

🎪 Explore the meticulously decorated booths set up by small groups and classes during Welcoming Night Carnival! Discover a variety of fun activities and delightful little gifts—come check it out and join the fun! 🎈

Join Welcoming Night Show for stunning performances carefully prepared by our small groups and classes! Let the spectacular shows ignite your enthusiasm and leave you craving for more!🌟🎤

On top of that, don’t miss your chance to win prizes in our 🎁lucky draw🎁! The grand prize is a travel package to Langkawi worth RM598!🤯

The following are the details of the Welcoming Night - “Fantasy • Fantasy Night”:
📅 Date: 23rd September 2024 (Monday)
🕙 Time: 10:00am - 5:00pm (Welcoming Night Carnival)
6:00pm - 10:00pm (Welcoming Night Show)
📍 Location: Multipurpose Hall, MMU Cyberjaya

Join us and enjoy a magical night of celebration! 🌙🎉

📩For more information, please contact:
📱Wong Jin Yin 016-7211355
📱Ng Sze Ying 018-4066100
📱Lee Shi Yan 018-9836260",1
"🔮《幻 • 幻境探秘》生活营报名正式开始！🧙‍♂️

你是否渴望探索一个充满魔法与神秘的世界？在波德申海滩，我们将穿越幻境，揭开魔法的秘密，寻找隐藏的宝藏！🌊 这将是一场2天1夜的奇幻冒险，不仅有精彩的活动，还有提供交通服务，让你无忧前往！

《幻 • 幻境探秘》生活营详情如下：
日期：2024年9月7日（星期六）至2024年9月8日（星期日）
时间：8:30am（星期六）- 7:00pm（星期日）
地点：波德申海滩🏝️
报名费：RM45（会员）；RM48（非会员）
截止日期：2024年9月6日（星期五）

🔗报名表格链接：https://forms.gle/1nRhHUdKk2wdW7JQ9

让我们一起逃离城市喧嚣，踏上一段专属于我们的奇幻之旅吧！✨

📩欲知更多详情，请联络：
📱王晶莹 016-7211355
📱吴芷莹 018-4066100
📱李诗彦 018-9836260

🔮 Life Camp - ”Fantasy • Explore the Fantasy“ registration is now open! 🧙‍♂️

Are you eager to explore a world filled with magic and mystery? Join us at Port Dickson Beach as we journey through enchanted realms, uncover magical secrets, and search for hidden treasures! 🌊This will be a 2-day, 1-night adventure filled with excitement, with transportation provided to ensure a worry-free journey!

Details of the Life Camp - ”Fantasy • Explore the Fantasy“ is as follow:
Date: 7th September 2024 (Saturday) to 8th September 2024 (Sunday)
Time: 8:30 AM (Saturday) - 7:00 PM (Sunday)
Location: Port Dickson Beach 🏝️
Registration Fee: RM45 (Member); RM48 (Non-Member)
Deadline: 6th September 2024 (Friday)

🔗Registration form link: https://forms.gle/1nRhHUdKk2wdW7JQ9

Let’s escape the hustle and bustle of the city and embark on a magical journey that’s all our own! ✨

📩For more information, please contact:
📱Wong Jin Yin 016-7211355
📱Ng Sze Ying 018-4066100
📱Lee Shi Yan 018-9836260",1
"‼️你准备好了吗？‼️加入奖金高达2️⃣8️⃣8️⃣令吉🤑，多媒体大学（赛城）华文学会第二十七届迎新系列活动《幻》的第一项以🦑鱿鱼游戏🦑为主题的活动：

🔮🪬《幻 • 幻术决斗》竞技游戏！🪬🔮

你将参与一系列惊险刺激的挑战，考验你的技巧，策略和胆量。究竟是谁可以存活到最后，将奖品带回家？让游戏开始吧！马上点击以下链接报名参加，并开启你对大学的奇妙世界吧！

https://forms.gle/9i4LS4Tqhm9vBHtG8

《幻 • 幻术决斗》竞技游戏详情🔎：
日期：2024年9月1日（星期日）
地点： 多媒体大学（赛城）FCI 中庭与体育场
时间：9.00am - 7.00pm
票价：RM15（会员） RM18（非会员）

别犹豫了‼️赶紧预留时间，报名参加游戏吧‼️

📩欲知更多详情，请联系：
📱王晶莹 016-7211355
📱吴芷莹 018-4066100
📱李诗彦 018-9836260

‼️ Are you ready? ‼️ Join an epic 🦑 Squid Game-themed event🦑 with prizes as high as RM2️⃣8️⃣8️⃣ directed by Chinese Language Society Multimedia University (Cyberjaya) 27th Orientation Series Event “Fantasy” :

🔮🪬 Competitive Game - ”Fantasy • Fantasy Battle“! 🪬🔮.

You‘ll engage in a series of thrilling challenges that will test your skill, strategy, and guts. Who will survive to the end and take home the prize? Click on the link below to sign up now and start your amazing world of University life! 🔥Let the games begin!🔥

https://forms.gle/9i4LS4Tqhm9vBHtG8

Competitive Game - ”Fantasy • Fantasy Battle“ Details 🔎:
Date: 1st September 2024 (Sunday)
Venue: FCI Atrium and Stadium Multimedia University (Cyberjaya)
Time: 9.00am - 7.00pm
Ticket Price: RM15 (CLSC Member) RM18 (CLSC Non-Member)

Stop hesitating‼️Hurry up, reserve your time slots, and register for the game NOW‼️

📩For more information, feel free to contact:
📱Wong Jin Yin 016-7211355
📱Ng Sze Ying 018-4066100
📱Lee Shi Yan 018-9836260",1
"Putra Heights needs 🫵🏼 YOU!
Join us in the Putra Heights Crisis Relief Mission to support those affected by the recent disaster.

Support the cause with monetary or item donations. You can:
Scan the QR codes to donate — OR —
Join us at *CLC from 7th to 9th April* to drop off your donation items at our booth! 📦

Let’s stand together and bring hope to those affected. 🙌🏼💕

Notice: We have reached the targeted amount of volunteers. You may still contribute to the cause with donations. Thank you for supporting us!

#mmusuperheroes #2025 #fyp #putraheights",1
"[ GEMA GEMILANG: MMU SUKAN RAKYAT ]

Get ready to lace up and dive into a race that celebrates tradition and community! Join us for an unforgettable event where heritage meets competition, and experience a true taste of local culture. Don’t miss your chance to be a part of this unique experience! 🏃‍♂️🏅

Kindly register by filling out the Google Form provided below by 25th August 2024.

https://forms.office.com/r/09J6T5LyC8

For any further enquiries, please do not hesitate to contact:
Nur Shahizatul Azra Binti Mohd Sahir (Deputy Director) - 013-346 0618
Hanis Faizah Najwa binti Mohd Faiz (Head of Activity Division) - 017-664 2818

[ GEMA GEMILANG: MMU SUKAN RAKYAT ]

Bersiap sedia dan sertailah perlumbaan yang meraikan tradisi dan komuniti! Jom ikuti acara kami di mana warisan bertemu dengan persaingan, dan alami budaya tempatan dengan lebih dekat. Jangan lepaskan peluang untuk menjadi sebahagian daripada pengalaman unik ini! 🏃🏻‍♂️🏅

""Striving for Community Cohesion""
Students' College Committee 2023/2024,
Multimedia University, Melaka.",1
"Get ready for the SHSO Symphony Orchestra Concert!! 🤩🥳
It will be happening TOMORROW as details below: 🎶✨

🏫 Venue : Dewan Tun Canselor
🕑 Time : 2:30 PM - 5:30 PM
👗 Dress code: Batik/Smart Casual

Tentative rundown:
- 2:30 PM: Guests arrival.
- 3:00 PM: Arrival of VIPs.
- 3:30 PM: Opening Remarks by MMU Chancellor.
- 3:40 PM: Performances.
- 5:30 PM: End.

See you there!

#SHSOMMU #SymphonyOrchrestraConcert #TunDrSitiHasmahTribute",1
"السلام عليكم ورحمة الله وبركاته✨
يسرنا في النادي العربي بجامعة MMU دعوتكم لحضور الليلة الترحيبية للطلاب الجدد!
أمسية مليئة بالفائدة، التعارف، والأنشطة الممتعة، مصممة خصيصاً لدعمكم في بداية مشواركم الجامعي.

نغطي فيها أهم المواضيع اللي تهمكم:
المنح الدراسية، بطاقة الطالب للمواصلات، الأمور المتعلقة بالفيزا، النجاح والرسوب، نصائح للدراسة، تطبيقات مهمة، فتح حساب بنكي، والمزيد!
وكالعادة، الفعالية ما تخلو من جو عربي جميل وفعاليات ترفيهية ممتعة!

📅 التاريخ: الأحد، 20 أبريل 2025
🕕 الوقت: 6:00 مساءً
📍 المكان:FAIE -CLCR1023
ملاحظة: الفعالية مخصصة لطلاب السنة الأولى فقط.

كونوا معنا، وانطلقوا في تجربتكم الجامعية بأفضل طريقة!
……………………………………………………
As-salamu alaykum ✨
The Arabian Culture Society at MMU is excited to invite you to the Welcoming Night for new students!
An evening full of fun, new connections, and valuable information to help you start your university journey with confidence.

We’ll cover important topics such as:
Scholarships, student transportation card, visa-related matters, Pass and failure guidelines, study tips, essential apps in Malaysia, how to open a bank account, and more!
And of course, the night wouldn’t be complete without a warm Arabian atmosphere and some fun activities!

📅 Date: Sunday, 20 April 2025
🕕 Time: 6:00 PM
📍 Venue: FAIE - CLCR 1023
Note: This event is exclusively for first-year students.

Join us and kick off your university experience the right way",1
"母亲节🌷致敬平凡中的伟大🌷

母亲，是世界上最温柔且坚韧的角色。✨她们用岁月诠释无私，以行动守护家庭。母爱无需华丽辞藻，它早已深深植于我们生命的点滴之中。

在这特别的日子里，多媒体大学（赛城）华文学会谨向全天下的母亲致以最崇高的敬意与谢意。🥰

愿所有母亲健康平安、笑容常在，岁月温柔待你，正如你温柔待我们。

💓母亲节快乐💓

Mother’s Day🌷Honouring Greatness in the Ordinary🌷

A mother embodies both gentleness and strength. ✨ Through time, she teaches us selflessness,and through quiet sacrifice, she holds families together. Motherly love needs no grand declaration, it is found in every small moment, every silent act of care.

On this meaningful occasion, the Chinese Language Society Multimedia University (Cyberjaya) extends its deepest respect and gratitude to all mothers.🥰

May all mothers be blessed with good health, lasting joy,and the warmth they have so selflessly given to others.

💓Happy Mother’s Day💓",0
"✨开斋节快乐！🌙💫

开斋节象征着内心的净化、重生与希望的绽放。在这充满感恩与宽恕的日子里，我们真诚祝愿大家与家人团聚，共享喜悦与温暖。

多媒体大学（赛城）华文学会愿和谐与幸福伴随在你们左右，愿爱与包容的精神延续在每一个日子里。无论身处何地，我们的祝福始终与你同在。💖🌼

✨Happy Eid al-Fitr! 🌙💫

Eid al-Fitr symbolizes inner purification, renewal, and the blossoming of hope. On this day filled with gratitude and forgiveness, we sincerely wish everyone a joyous reunion with your loved ones, sharing happiness and warmth.

Chinese Language Society Multimedia University (Cyberjaya) wishes that harmony and happiness stay with you always, and may the spirit of love and compassion continue throughout each day. No matter where you are, our blessings are always with you. 💖🌼
6w",0
