alt,caption,dimensionsHeight,dimensionsWidth,displayUrl,locationId,location Name,owner Full Name,owner Username,timestamp
"Photo by Theatre Arts of Multimedia University on April 04, 2025. May be an image of 8 people, magazine, sparkler, poster and text that says 'TAMo1 WAS gaones ames Terima We thank you Kasih for your participation 万零 FIn El0- HURARAK ЛИK 饮、 ১০'.",,1350,1080,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/488823435_18489050929023761_8921732112306653325_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-sjc3-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QGgBgemT8m3pMyjFILgoECtEWhEpCyAYbd6dV6mYc92UqZPuLA2ehuP4Try2FuWruKKWVMJ4QUZcN-WOy5euWsy&_nc_ohc=x1RipP76JV0Q7kNvwFS_rLe&_nc_gid=LIJfJh8nigLtIdhVA4pQ7g&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKrgb0vsaqm4FX1cO3cXYuTpzVvuqmX2slQZokOij1wRQ&oe=6820E7FF&_nc_sid=10d13b,,,Theatre Arts of Multimedia University,tamucyb,2025-04-04T15:17:09.000Z
"Photo by Game Developers Club MMU on May 01, 2025. May be a doodle of ‎poster and ‎text that says ""‎, DIABNIVPAST ""MMU INT WIN UP to GDC ج RM 1000 ስነ ዞኑ ነን ሸነነ f ነነ ሸነነ MHTI GOIC GAME JAH 23-25 23- 25 may 2025 Follow us to stay updated! Hu - HIIII TM GROUP‎""‎‎.",,1350,1080,https://scontent-lhr8-2.cdninstagram.com/v/t51.29350-15/495175678_1037163991810261_575093978774752532_n.heic?stp=dst-jpg_e35_p1080x1080_tt6&_nc_ht=scontent-lhr8-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QGRpfQmDibaYXpBeSkJfQ-fEcYioeAZXeopTuyqqaUhiw3DyRDuRsSm8Y7aE2NlDgc&_nc_ohc=fqqgB4htXlIQ7kNvwHK8LOT&_nc_gid=pg8dOQzAhxp5-c5VmTz7Tg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKT9kBnnSIeAHhjRDIA0iH0z9RDM0f9ATElzR-6jSVh2w&oe=68210A75&_nc_sid=10d13b,,,Game Developers Club MMU,gdcmmu,2025-05-02T02:00:49.000Z
"Photo shared by Hostel MMU Cyberjaya on April 25, 2025 tagging @sccmmu_melaka. May be an illustration of magazine, poster, calendar, crossword puzzle and text that says 'αMM MULTIMEDIA_UNIVERSITY MULT IMEDIA UNIVERSITY JNIVE HOSTEL RE-APPLICATION 2025 IMPORTANT DATES IMPORTANT DATES 18 APRIL HOSTEL RE-APPLICATION (RETURNING) 18/4/2025(W4)-445/2025(W6) W6! 18/4/2025W4 4/5/2025(W6 23 APRIL HOSTEL HOSTELRE-APPLICATIONBRIEFING RE-APPLICATION BRIEFING Wednesday, 3.450m 9.30pm@DapoSahang @Dapo Sahang 1 MAY HOSTEL (NEW) V5/2025 W6- -24/8/2025 HOSTEL RE-APPLICATION RESULTS 7/5/2025 W7) MAY ROOM GROUPING (MANUAL) 7/5/2025 21/5/2025 W9) MAY HOSTEL E-APPLICATION (APPEAL) 8/5/2025 (7)- 22/5/2025 W9) 26 MAY HOSTEL RE-APPLICATION (APPEAL) RESULTS 26/5/2025WIO! WIO! ·車 協·· 물패을 國聯新 · 監量'.",,1350,1080,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/491505010_18030935168646590_8943785588930356125_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QG7UInMBbLnlnArX7ls3LYmvx0vcsKL7d4ji3M0TOgpUhMfmyeaobaofi0j_1HWsf1WZCPicy2i_jLldQOekQ6A&_nc_ohc=XS7PEyirCNkQ7kNvwHMoyyz&_nc_gid=unkZagtQVMHVQTbRSh0B-A&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKL1GfGhAPqMh3yunADaujvj2sp_o-YLJ3q7p6Fibel6Q&oe=6820EA93&_nc_sid=10d13b,,,Hostel MMU Cyberjaya,sccmmu_cyber,2025-04-25T07:17:13.000Z
"Photo shared by Hostel MMU Cyberjaya on April 25, 2025 tagging @sccmmu_melaka. May be an image of poster and text that says 'HOSTEL RE-APPLICATION 2025 TERM 2520 BRIEFING RECORDING HANDBOOK MONDAY FAQ TUESDAY WEDNESDAY 23 THURSDAY 24'.",,1350,1080,https://scontent-atl3-2.cdninstagram.com/v/t51.2885-15/491463471_18030935090646590_9072932553098574609_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QFdn3EC-9iQIbx7CTcfewGiHy-El1QWfPNA5Qg1AmGLsHJldC9EGbTN9e5OAMrBHvo&_nc_ohc=47doboYWDjkQ7kNvwE7QXZJ&_nc_gid=euzIaup6o355SNbSZ3dCeA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJWDFIor86msCkg5-JK8oDprBXwq_MEhKzGIM3Qu1c_gA&oe=6820FA51&_nc_sid=10d13b,,,Hostel MMU Cyberjaya,sccmmu_cyber,2025-04-25T07:15:51.000Z
"Photo by Theatre Arts of Multimedia University on April 04, 2025. May be an image of ‎poster and ‎text that says '‎Bertemu BeremuRamadanı Ramadanı PARTICIPATION Come share a wonderful evening of great food and even better company! Bring a dish to share as we gather for a joyful feast in celebration of the upcoming glorious month. שןל RSVP RSVPNOW NOW tam‎'‎‎.",,1350,1080,https://instagram.fsgn24-2.fna.fbcdn.net/v/t51.2885-15/488649548_18489049543023761_7095906343978463722_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fsgn24-2.fna.fbcdn.net&_nc_cat=105&_nc_oc=Q6cZ2QEfCnV59dg0cFIwF_TgKLmTBFhsSSVyzDOqXITbq7IL4Bp193GCz5fOXH8V6zuWt7Q&_nc_ohc=VjwdZjO18h4Q7kNvwFTLWbS&_nc_gid=UF4dH2GeE3TWGiwpTUQ6Jw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJeXzfC4-MmlrQ8MakvHET0dNtUSIYinXfr7zV7Tenxow&oe=6820F1CA&_nc_sid=10d13b,,,Theatre Arts of Multimedia University,tamucyb,2025-04-04T15:15:58.000Z
"Photo by MMU Christian Society on April 20, 2025. May be a graphic of ‎card, poster and ‎text that says '‎John 15 152-13 2-13 John 13 J 13 -ير Jo اد=م يیميا مار 3 Love God, Love Others John 15:12-13 Date: 22nd April Venue: CLBR 1023 FAIE (FOE) Time: 7:30 PM 6 MMUCS‎'‎‎.",,1350,1080,https://instagram.fbth9-1.fna.fbcdn.net/v/t51.2885-15/491493676_18138989461401256_6429353187781139513_n.webp?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fbth9-1.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QFAGkQX3F3PIag0yp3Yf_jJguYwtfyJFEVWZVDpMomHABzGbh2Z-VjnwFxyhNjSvIE&_nc_ohc=6ZXWoePA5ikQ7kNvwHrPoFX&_nc_gid=Gq9Fppe7YNIUOikuurxcTg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfIkdvQb3c3nC56IqlU_mBcpJ6mu6TroCvvg3CTExPizPQ&oe=6820F251&_nc_sid=10d13b,,,MMU Christian Society,mmucscyber,2025-04-20T14:03:53.000Z
"Photo shared by Hostel MMU Cyberjaya on April 25, 2025 tagging @sccmmu_melaka. May be an image of ‎magazine, poster, crossword puzzle and ‎text that says '‎FORANY FOR ANY SCC STUDENTS COLLEGE STUDENTS'COLLEGE.COMAMITTEE COMMTEE INQUIRIES US CYBER O NUMBER HIVE HB (MSAINI) (MS AINI) HB2 HB3 HB4 +60137200029 :03837125690 :+60126459808 :+601162759808 :0383125212 SCC +60148052498 +60164604186 :+601154T10811 (MR (MRAEMAN) (MS SIVARANJINI) (MR HAZIM) EMAIL HIVE scc residentialsunit@mmu.edu.my :sccyberjaya@mmu.edumy aya@mmu.edu.my HB HB3 OFFICE OPERATING HOURS: 9.00am 9.00am-5.00pm -5.00pm *1.00pm- 1.00pm-200pm/LunchHour 200 (Lunch Hour) *O ผวไ closed on מ Saturday, Sunday &PublicHoliday(s) & Public Holiday(s) TM GROUP‎'‎‎.",,1350,1080,https://instagram.fjdo9-1.fna.fbcdn.net/v/t51.2885-15/491464315_18030934808646590_8430849685073565550_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fjdo9-1.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2QHgXbNy-P6GPrxODttoZgQ1XZRtBJjdkCJVjEAOnujI-XAomMS7R_69vPTd1XBnk4Q&_nc_ohc=tns3lBBZF20Q7kNvwGNyRVU&_nc_gid=-9rdNgV45k0tWeetzCL22Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLEl1f7V_VJrrzeAgPdXRgPnOJWulZsGVCWifDZmrarGg&oe=6820FF71&_nc_sid=10d13b,,,Hostel MMU Cyberjaya,sccmmu_cyber,2025-04-25T07:12:36.000Z
"Photo by EDC on May 04, 2025. May be an image of map, poster and text that says ""中国国际大学生创新大菌 China Innovation nnavatianCompetition hInaInternationalCalgeStudents ompetition XIAMEN UNIVERSITY MALAYSIA 履門大學雨來西亞分校 Southeast Asia Division Contest of China International College Students' Innovation Competition Malaysia Thailand Singapore Myanmar Philippines Indonesia t Brunei Cambodia Vietnam Laos REGISTER NOW! https://mys.pilchina.org/home https://mys. org/home Deadline: 2 June 2025, 12 Noon innocompetition@xmu.edu.my (+60) 8705 5067 (Dr. Thien) (+60) 8705 5120 (Ms. a) (+60) 8705 5338 (Ms. Kwan)"".",,1080,1080,https://instagram.fman4-1.fna.fbcdn.net/v/t51.2885-15/495086684_18123042712445797_7864688565278164039_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=instagram.fman4-1.fna.fbcdn.net&_nc_cat=101&_nc_oc=Q6cZ2QFgzoDr-uKbQqutNbJjRXNJV0jCLkLH5BLRzmQCseElHmIRz4aBnnxU1lGRu0bbGME&_nc_ohc=YFpWpbuTB8sQ7kNvwEIdl93&_nc_gid=MQYPdpk7Yewa_lSOI0fBVQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKVjKZfAYw2r2e9IMxABh0h1wNhnQFYLGg70fnPqk-Idg&oe=6820DF9B&_nc_sid=10d13b,,,EDC,edc_mmu,2025-05-05T01:44:47.000Z
"Photo by Hostel MMU Cyberjaya on April 22, 2025. May be an image of poster, magazine and text that says 'αΜΜ"" MULTIMEDIA MULTIMEDIA_UNIVERSITY MULT MEDIA UNIVERSITY SCAN QR FOR ONLINE BRIEFING SESSION Platform: Microsoft latform:Microsoft Teams Meeting ID: 472 626 579 2181 Passcode: Bh3CU6Lz 国間膜 · 圖新 国單 最· 画圖 ·'.",,1349,1080,https://scontent-det1-1.cdninstagram.com/v/t51.2885-15/491313898_18030658832646590_7476026705389760607_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-det1-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QEvYtT4MG5bclgKK4wJSUf8ywFlgy84YPLJFhYoZhqJfmFFSEUT5T4IhyNmfyow8DU&_nc_ohc=K8blPQT5QGEQ7kNvwGcEFdW&_nc_gid=jNFPGQkTWPe-MnRUJynoag&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJWV3WT1Zjx5n1nOLiahwAA-xR-05JHw5_4GoractEs3w&oe=68210169&_nc_sid=10d13b,,,Hostel MMU Cyberjaya,sccmmu_cyber,2025-04-22T18:28:56.000Z
"Photo by Siti Hasmah Symphony Orchestra on January 05, 2025.",,1080,1080,https://instagram.fctt1-1.fna.fbcdn.net/v/t51.29350-15/472519678_1293685765015003_4397651280268986861_n.heic?stp=dst-jpg_e35_s1080x1080_tt6&_nc_ht=instagram.fctt1-1.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QHsuXPi0lUjVnBkPHRa9rX3lZvPmy_ZHfSHQb-O2NGyEyaAJVi69rCo6eh3syb9zLcoKXBD0yLO_Tbmqzq1GIrY&_nc_ohc=URshauUWTXkQ7kNvwGalzlv&_nc_gid=I9BpxECqFVUgC8lkfgbOWg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKUzgPZIYtLmY4fAjNQJLtCHp22JgsbSCUfX6sDK-M-Yg&oe=68210ACE&_nc_sid=10d13b,668389676,Multimedia University,Siti Hasmah Symphony Orchestra,shsommu,2025-01-05T13:55:24.000Z
"Photo by RenTak Dance Club, Multimedia University on April 28, 2025. May be a graphic of poster, calendar, magazine and text that says 'Ren Renlak Tak Dance Club Details DATE: 30 April April2025 2025 8pm TIME: 10pm PLACE: FOM FOMAtrium Atrium SONG: Seringgit Dua Kupang (OST Badang 1962) Inang NONCLUBMEMBER: RM5.00 CLUBMEMBER: RM3.00 TM GROUP'.",,1350,1080,https://scontent-man2-1.cdninstagram.com/v/t51.2885-15/491423782_18075039004837064_7938027335828598897_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-man2-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QEwqXga_MWXIdBkxAplSg1fCBlGNfADmxnzzYP_ANDX6ot2K7lgTOw-O8IiYorE-ds&_nc_ohc=w__-2vyrm6IQ7kNvwF9bGiK&_nc_gid=AxbWDg6A8vCpu5vrCYmg2g&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJ-Dp36QNGGKOyCKm2XuvHmTMKWDr-TfYD3Q5un0fjpSA&oe=6820E8EE&_nc_sid=10d13b,,,"RenTak Dance Club, Multimedia University",rentakmmu,2025-04-29T04:12:16.000Z
"Photo by RenTak Dance Club, Multimedia University on May 05, 2025. May be an image of 3 people, people dancing, poster and text that says 'U.TINEDLAUNIPESITT Renjak ak Ren Dance Club Weekly Dance Classes Иn EAST ASIA Aliq, Yasira & Joyce. TMGROUP TM GROUP'.",,1350,1080,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/495710873_18075679870837064_825759802267619234_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-sjc3-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QEaJxuOQPkK4JWo34Eui6MTalif4sAWjs4Hi0qsgSjxjpzs4UhtBMBBwLCGlpLsAlVDApLY_XVRu2jnajo-mSmH&_nc_ohc=sGYUKleYPCcQ7kNvwENe97n&_nc_gid=ckFav2YzDWYmvMay527W2A&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLTTTjf_i9O9BqIg17fPgMuCd0xw2P6ch95lN5U2Z0F1Q&oe=6820D9D2&_nc_sid=10d13b,,,"RenTak Dance Club, Multimedia University",rentakmmu,2025-05-06T04:30:49.000Z
"Photo by RenTak Dance Club, Multimedia University on April 28, 2025. May be an image of 4 people, people dancing, poster and text that says 'Renlak Rak Tak Ren Dance Club L Weekly eekly ance Classes Aiman AimanHaziq Haziq a Danish Arrayan DanishArrayan an NikIrdina Nik Irdina Farthini ZaliaQueshaira Zalia Queshaira with usantara Instructor TM GROUP'.",,1350,1080,https://scontent-lga3-3.cdninstagram.com/v/t51.2885-15/491431397_18075038992837064_5730796605681596890_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QGNVQ1_slKCORzsv8MvDIKECegd69V5GVEezH45q9XOPwX3JPDNTpV5fUuvzJ8fEuQ&_nc_ohc=XQmQLza7LQcQ7kNvwHnrpHx&_nc_gid=EWQdgALPDbuQLgiPXPxxOw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLdNQm7dUGxICM1N_cfrvjabSUs5urcAUdY0LC6vK87PQ&oe=6820F25A&_nc_sid=10d13b,,,"RenTak Dance Club, Multimedia University",rentakmmu,2025-04-29T04:12:11.000Z
"Photo by RenTak Dance Club, Multimedia University on May 05, 2025. May be an image of poster, magazine and text.",,1350,1080,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/495357083_18075679744837064_6734063980224293150_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-sjc3-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QGhbSjjbf_u2uUBHD_ZU8H7-hJignbuzHpShjCk25QKveJsvczMEVfm4pRWW5-6KMfBKEV2fIiMwfdY-OqXPXjZ&_nc_ohc=Ks2APZVasZIQ7kNvwGceoOA&_nc_gid=Hm9d04xTP1QAKwOtmU7_xw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJKoJWY38sSnD8Pj58pdg9N_C-l-0JrKyxeDYXtHJDJxg&oe=6820E40F&_nc_sid=10d13b,,,"RenTak Dance Club, Multimedia University",rentakmmu,2025-05-06T04:27:56.000Z
,,1137,640,https://instagram.fgua1-2.fna.fbcdn.net/v/t51.29350-15/474533553_4117128821941752_6775863227109205731_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fgua1-2.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2QGWardxcWTEPMX4UKM06cBGdoTE4wc2vJZh_-sBHPGUpTm1Axu_XmY1W0YtIHMBh6k&_nc_ohc=gmZrASAfhEYQ7kNvwGSInb6&_nc_gid=tJtgIkYWiVpVHgf9FQkDPQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLeoIt5xfgOmZAJmupmC_oVLV4QPZrFBgg-TDXbMYyKrQ&oe=68210A0C&_nc_sid=10d13b,668389676,Multimedia University,Siti Hasmah Symphony Orchestra,shsommu,2025-01-17T03:20:29.000Z
,,1137,640,https://scontent-lga3-3.cdninstagram.com/v/t51.29350-15/474124685_517825220711422_2148517391786243251_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QEjiM9x7GSXHozoNu3a3cQ9I9mFLGoyvyoRLh3C8mCKQ69ACdHnj4Wuiw15qnvJR2OzrO8xOTVgkmgKXt3mzguT&_nc_ohc=9hK3tGS5hMgQ7kNvwFp0xmZ&_nc_gid=2uWtvvGx47Ajj95O3SYIIA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKtCLSaPjlUr2p61KjKd85Nn1e3L_ZCI4Eh-HDpDyk7LQ&oe=6820E317&_nc_sid=10d13b,668389676,Multimedia University,Siti Hasmah Symphony Orchestra,shsommu,2025-01-03T10:04:48.000Z
"Photo shared by Rakan-EXCO MMU - Cyberjaya Campus on May 03, 2025 tagging @srcmmu_cyber. May be an illustration of poster, magazine and text that says 'ReX Recruitment Term 2024 / 2025 Results ድ マピX င် い'.",,1347,1080,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/495224601_18118117021460367_4090236096685988151_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QHh0vpBOevTIiP31XyCuu3VNzj3JEvSGMcGFpLynweCRDmM0NmDdtbREgya3jPTfwQ&_nc_ohc=QLsjSUmz06IQ7kNvwEjhOtD&_nc_gid=kbzZmm_lYuU3h9yi7EyXsg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKcGoLhJKdOIaDDg-htJFkY2oJ4qqX_WPB8NjRNoQq_zQ&oe=6820EAC0&_nc_sid=10d13b,,,Rakan-EXCO MMU - Cyberjaya Campus,rexmmu_cyber,2025-05-04T03:32:35.000Z
"Photo by RenTak Dance Club, Multimedia University on May 05, 2025. May be a graphic of poster, magazine, calendar and text that says 'ammy MUITIMEOI UITINEDIATRIVERSIET woratarzenebee RIVERSPE RenTak Rak Tak Ren Dance Club Details DATE DATE:7MAY 2025 TIME: IME:8PM 8PM 10PM PLACE:FOM PL FOM ATRIUM M SONG: IS THIS SONG:ISTHISL.OVE(XG) LOVE (XG) NONCLUBMEMBER: RM5.00 CLUBMEMBER: RM3.00 TM TMGROUP TMGROUF GROUP'.",,1350,1080,https://instagram.fcgp4-2.fna.fbcdn.net/v/t51.2885-15/495444473_18075679936837064_1367681001976842830_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fcgp4-2.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2QFQfAkhnMPE840bnvcdziJC9Sy9vWGfBOY3-Lk5UOLh2CMPIg1rKngC7TruRuZPrbk&_nc_ohc=nDWXWL6Pg-MQ7kNvwG4TIuo&_nc_gid=7AGwVcmRA3b2n7_Hxkoh5A&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKjlbYdqnksKv4MYUqlp4K0p3Ja2yWm_tRpNoGwHO9Llw&oe=6820FB18&_nc_sid=10d13b,,,"RenTak Dance Club, Multimedia University",rentakmmu,2025-05-06T04:31:38.000Z
"Photo by MMU Cyberjaya Badminton Club on December 13, 2023.",,1080,1080,https://scontent-ord5-2.cdninstagram.com/v/t51.29350-15/409654901_822514826225378_196538992061645455_n.webp?stp=dst-jpg_e35_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QEvqFGCPhlKkwXJJegDXiWRWZw34OWRwwJ0QC4e4I7B-myPt4za3AY_PnKfjlN8fV0&_nc_ohc=YzBF-zXqQngQ7kNvwFooJF_&_nc_gid=wU6sxZIYhB8E25DHSOh9aw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJ1JpNoRr17n6ZgYFqYoZEnP4gnOwZT7I0SCKcwMfWWqg&oe=68210723&_nc_sid=10d13b,,,MMU Cyberjaya Badminton Club,badmintonclubmmucyber,2023-12-13T12:08:34.000Z
"Photo by MMU Cyberjaya Badminton Club on December 13, 2023.",,1080,1080,https://instagram.fsac1-2.fna.fbcdn.net/v/t51.29350-15/410223025_184885934709031_5468679623083569525_n.webp?stp=dst-jpg_e35_tt6&_nc_ht=instagram.fsac1-2.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QGdh8uWE2wf-bbnAjXnqgS8t68QoYrr1MJAtwO-HYWx1jVz7Ew_EarMvTM6Lc7BivM&_nc_ohc=-q8G8JPEaWEQ7kNvwFIv6Dk&_nc_gid=W_ilLUrHBlo2dTsbEKQKeg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKE-jjCSySVJB3WXnS0-dgJF3RnX6FIY0DpHQjkJ9-EbA&oe=6820F376&_nc_sid=10d13b,,,MMU Cyberjaya Badminton Club,badmintonclubmmucyber,2023-12-13T12:09:37.000Z
"Photo by Siti Hasmah Symphony Orchestra on December 06, 2024. ફોટાનું કોઈ વર્ણન ઉપલબ્ધ નથી..",,1080,1080,https://instagram.famd15-2.fna.fbcdn.net/v/t51.29350-15/469370410_1780196976145081_3087968797944238796_n.heic?stp=dst-jpg_e35_s1080x1080_tt6&_nc_ht=instagram.famd15-2.fna.fbcdn.net&_nc_cat=101&_nc_oc=Q6cZ2QGOwaBmYfgWaMJxh-M_DEAiSQeIXu9H9M1YQe2KOe97z3V9yLKFKn_T6zXmMQR1WDA&_nc_ohc=0_ee_nFKbJwQ7kNvwFVTmHo&_nc_gid=whxQ_DCGyg6Xm-YnSiswXA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJVMmD67s0G7_M9r575C5TcYnsLMkvh2xl5gDHlAhB2yQ&oe=682105F0&_nc_sid=10d13b,668389676,Multimedia University,Siti Hasmah Symphony Orchestra,shsommu,2024-12-06T09:05:03.000Z
"Photo by MMU Cyberjaya Badminton Club on February 01, 2025. No hay ninguna descripción de la foto disponible..",,1080,1080,https://instagram.fsap8-1.fna.fbcdn.net/v/t51.2885-15/475857467_18042774539362002_7846744559617350686_n.webp?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=instagram.fsap8-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QHJXeQnrn1AKv-rSZZRqub3pMnYqHHrzFdEiVdo1-bmq7TxfgNW7ezlzNjlBIJCraM&_nc_ohc=TMGEMmjPJ9IQ7kNvwF-GqHS&_nc_gid=akhFHaUwmQSzlZnIa6c2kw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLxfVq6bPsdBk_o-4ahdntqRTRDnzAVPYwd-c8dOZ6iCQ&oe=6820DAD1&_nc_sid=10d13b,,,MMU Cyberjaya Badminton Club,badmintonclubmmucyber,2025-02-01T11:24:52.000Z
"Photo by MMU Cyberjaya Chess Club on April 12, 2025. May be an image of chess, poster and text that says 'I LIII MULTIMEDIA UNIVERSITY'S CHESS CLUB CLUB2025 2025 기트 •.•'.",,1350,1080,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/491458990_18184720675313004_5137996654713005289_n.webp?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QFpo0V5ub_xONe1GSWuVXg-9_uYDtXDnjm-Jm5UWBuSQ5chKFADdFsQUBMtLKQXUlY&_nc_ohc=u24bsk5O86AQ7kNvwGSF2Zu&_nc_gid=WNnA6lnudtxtB-Jxh1fnBg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLyr_J5XXcB5V5L96nDB259D-JB9MhnUDxFPlAPiXlLxQ&oe=6820D838&_nc_sid=10d13b,,,MMU Cyberjaya Chess Club,mmucyberjayachessclub,2025-04-13T06:35:54.000Z
"Photo by MMU Cyberjaya Chess Club on April 12, 2025. May be an image of chess, poster, magazine and text.",,1350,1080,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/491461243_18184720720313004_1897954089170121565_n.webp?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QGAWVDOIldDYGCmUrRCSLxgs0PyA7GhmRdJuTsIqTlSqMpNRCWslJIQ86vypeBY41Q&_nc_ohc=dz7UNy3GlLYQ7kNvwFQgEzU&_nc_gid=RNuj5Jb71v6foQYjzYP9tw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJqJO828mY7URyBKFc6yxLaMPSVhEkg_b6w7PqbcR0uew&oe=6820FCE0&_nc_sid=10d13b,,,MMU Cyberjaya Chess Club,mmucyberjayachessclub,2025-04-13T06:37:14.000Z
"Photo by MMU Cyberjaya Chess Club on April 12, 2025. May be an image of chess, poster and text that says 'එලුබ រយ TENTATIVE Appreciation Ceremony Term 2024/ 2025 Introduction IntronluctionofChessClub of Chess Club Term 2025 2026 Passover Gimmick President and Club Advisor Speech Initiatives InitiativesPresentation Presentation'.",,1350,1080,https://instagram.fsac1-1.fna.fbcdn.net/v/t51.2885-15/491497852_18184720795313004_3766181268639455698_n.webp?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=instagram.fsac1-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2QHmrV4_oZGo6KpNu4KhTYAKH6cioPg9O0-MFc4TGfb4pcp78Gpj-IEDSYMAnV81BlE&_nc_ohc=lDrczrKecg0Q7kNvwHn91yS&_nc_gid=pJ6-VHvr0EKSmIZ-OaETLQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJmeWqGJR9GecbTXY4bkplliaWRXvq66YLla1agdYNybQ&oe=68210C61&_nc_sid=10d13b,,,MMU Cyberjaya Chess Club,mmucyberjayachessclub,2025-04-13T06:38:19.000Z
